469,470,470,470,470,469,467,467,470,470,470,470,467,475,468,470,470,470,471,469,469,471,470,470,469,470,471,467,466,469,470,470,470,470,470,471,468,476,468,470,470,471,472,470,469,472,470,471,470,470,471,469,467,470,470,469,470,471,470,457,474,471,469,469,468,468,469,468,469,469,469,470,467,472,461,477,467,469,469,466,468,469,470,469,469,469,469,469,469,465,466,469,469,467,469,466,474,468,469,469,470,470,470,468,469,468,470,469,469,471,467,467,468,469,470,469,472,470,467,473,471,469,469,469,468,469,466,469,469,470,468,466,471,459,477,469,468,468,465,468,469,469,468,468,469,468,468,471,462,470,467,469,466,465,466,470,469,467,468,468,468,469,467,466,466,468,467,467,468,465,471,466,467,467,467,470,467,466,470,468,468,467,467,469,466,464,467,468,468,468,468,468,457,473,469,467,467,467,466,468,467,468,467,468,467,467,471,460,476,467,468,468,465,468,469,470,467,467,467,467,468,468,463,464,467,467,467,467,465,472,466,467,467,467,468,467,467,468,467,468,468,467,469,465,464,467,468,467,468,471,468,465,472,470,468,468
468,467,467,466,469,468,468,468,466,470,459,476,468,468,468,465,468,469,469,468,468,468,466,467,470,462,471,467,468,468,466,466,469,468,468,467,467,467,468,466,465,464,468,467,468,469,463,470,466,468,467,467,469,466,466,468,466,468,467,466,467,466,464,467,467,467,467,467,469,456,473,469,467,467,466,467,467,467,467,467,467,467,465,471,460,476,466,467,467,464,468,469,468,466,467,467,466,466,467,464,463,467,466,466,467,463,472,465,466,467,466,467,467,465,467,466,467,466,466,469,464,463,466,466,466,467,469,467,462,471,469,466,467,466,465,467,465,467,467,467,468,466,470,458,476,467,467,467,464,466,468,468,467,468,468,467,467,469,463,468,467,468,467,467,465,469,468,467,467,467,466,468,466,465,465,468,467,466,468,464,469,466,466,466,466,469,466,464,468,466,464,465,465,464,464,463,466,466,465,466,466,467,455,472,467,465,466,464,465,466,466,467,467,466,467,465,469,459,475,465,467,466,464,467,468,468,466,467,467,467,467,466,464,464,467,467,466,467,464,472,465,467,467,467,468,466,466,467,465,467,466,466,468,464,463,466
467,466,467,468,466,462,470,468,465,466,466,465,465,464,467,466,466,466,464,468,457,474,464,465,466,463,466,467,468,467,467,467,467,467,469,462,467,467,468,467,466,466,470,468,468,468,468,468,468,467,467,466,469,465,468,469,464,469,466,468,468,468,470,467,466,470,468,467,467,467,467,465,463,467,466,467,467,466,468,455,472,468,465,466,465,465,467,466,466,466,466,466,465,470,459,476,465,467,466,464,466,468,469,467,466,467,467,468,465,463,464,467,466,466,467,464,472,466,467,466,467,468,467,466,467,466,467,466,467,469,465,463,466,467,467,467,469,466,462,471,468,466,466,466,465,465,463,467,466,466,466,464,469,457,473,465,465,466,463,466,467,467,465,466,465,466,466,467,461,465,465,466,466,465,464,468,467,465,466,466,467,467,465,465,464,467,466,467,467,464,470,465,466,467,467,470,467,466,469,468,467,467,467,466,466,464,467,467,466,466,466,468,456,472,469,467,467,466,466,468,467,468,468,468,467,467,471,461,477,467,468,467,465,467,469,469,467,468,468,467,469,468,464,465,468,468,468,469,465,473,467,468,467,468,470,468
468,469,467,469,468,468,470,466,466,468,468,468,468,471,468,464,472,471,468,468,468,466,468,466,469,468,468,467,466,470,459,476,467,468,467,464,467,467,467,466,468,468,468,467,469,462,466,467,468,467,466,465,469,467,467,467,468,467,468,467,466,465,468,467,467,469,465,469,467,467,467,466,470,467,466,469,469,467,467,467,467,466,464,467,467,467,467,465,468,456,473,469,466,467,465,466,468,467,467,467,468,467,466,470,461,475,466,468,467,465,467,468,469,467,467,467,467,468,468,464,465,467,467,468,467,464,474,467,468,467,467,469,467,467,468,467,468,467,467,469,466,465,467,467,467,468,469,468,462,472,469,467,467,468,466,467,466,467,467,468,467,465,470,458,475,467,467,467,463,467,468,468,466,467,467,467,467,469,462,465,466,467,467,466,465,469,467,467,467,467,467,468,466,466,465,468,467,467,469,464,468,466,468,467,467,470,467,466,470,469,467,467,467,467,467,465,468,467,468,467,466,469,457,474,470,467,468,466,466,469,468,468,468,467,468,466,471,461,476,467,467,467,465,468,469,469,467,468,468,466,469,467,464,466,468,467
467,469,464,474,467,468,468,467,470,468,467,469,468,468,468,468,470,467,465,468,469,468,469,470,469,463,472,471,469,469,469,467,468,467,467,468,469,468,467,471,459,476,467,468,468,465,468,470,470,468,468,468,468,468,468,461,465,467,468,468,467,465,471,467,468,467,468,467,467,467,466,466,468,468,468,469,465,468,466,468,468,467,470,467,467,471,469,468,467,468,468,467,465,469,468,468,468,467,470,457,474,469,467,468,465,467,469,468,468,467,467,467,466,471,461,478,466,467,467,465,467,469,468,464,467,466,466,467,466,463,463,466,466,466,467,462,472,465,466,467,466,467,466,465,467,465,465,465,466,468,464,463,466,467,466,466,468,467,461,471,469,465,467,467,465,467,466,468,467,467,467,466,470,459,476,466,467,467,465,467,469,469,466,468,468,468,467,469,463,464,468,468,467,467,465,470,467,467,468,468,469,468,466,466,466,468,467,468,469,465,467,467,468,468,468,471,468,467,471,470,468,468,469,469,468,467,469,469,469,469,469,471,459,477,470,469,469,467,468,470,470,469,469,469,469,468,472,462,478,467,470,469,466,468,470,470
468,468,468,468,469,467,465,464,468,467,468,468,464,473,466,467,467,467,468,467,466,468,466,466,466,466,467,464,462,465,464,464,464,465,463,455,467,464,460,460,459,457,458,455,455,453,452,451,448,451,438,453,441,441,439,434,435,435,433,429,427,424,422,421,419,412,412,414,413,412,410,407,413,410,411,412,413,414,416,415,417,418,421,423,425,428,425,431,433,436,438,440,444,443,443,449,449,448,450,452,454,457,457,462,464,466,468,469,474,463,482,476,477,478,476,478,480,480,480,480,479,480,480,483,475,487,480,481,481,479,481,483,483,481,482,483,482,483,481,480,480,483,483,483,483,479,488,481,483,483,482,484,483,483,485,483,483,483,483,485,482,479,482,483,483,483,485,484,475,489,485,483,482,483,482,483,482,483,483,482,483,482,486,475,492,482,483,483,480,484,484,485,483,483,483,483,484,484,479,480,482,483,483,483,480,487,483,483,483,484,484,484,482,484,482,484,483,483,485,481,482,482,483,483,483,486,483,481,487,485,483,483,483,483,482,481,483,483,483,484,482,485,473,489,485,483,483,481,482,484,483,483,482,482,483,482
485,476,491,481,483,483,480,483,484,484,482,483,483,483,484,482,481,480,483,483,483,483,479,488,482,482,482,483,484,482,481,484,483,482,482,482,484,480,479,482,483,482,482,483,482,474,487,484,481,481,481,480,482,481,482,481,482,482,480,484,473,490,481,482,482,479,482,483,483,481,482,482,481,482,483,477,479,482,481,481,481,479,485,480,482,482,482,482,482,481,481,480,482,481,482,484,479,481,481,483,482,481,485,482,480,485,483,482,482,482,481,481,480,482,482,482,482,481,484,472,489,482,482,482,479,481,483,482,482,482,482,482,482,485,476,489,481,482,481,480,482,483,483,482,482,483,482,483,481,481,480,482,482,482,483,478,488,480,483,482,482,484,482,482,483,482,482,482,482,484,480,479,482,482,483,482,483,483,473,487,484,482,482,482,481,482,481,483,482,482,483,480,486,474,491,481,482,482,480,482,484,483,482,482,483,482,482,483,478,479,482,482,482,482,479,487,481,482,481,481,482,483,481,482,481,482,482,482,484,480,480,481,481,482,482,484,481,479,485,483,481,482,482,481,481,479,482,481,481,481,480,484,472,489,481,481
481,478,481,482,481,481,481,481,481,480,484,476,484,480,481,479,480,481,484,482,481,481,482,481,482,480,479,479,481,482,481,481,478,486,480,481,480,482,483,480,480,482,481,480,480,480,481,479,478,480,480,480,480,481,481,471,486,482,480,480,480,479,480,480,481,480,480,480,479,483,472,489,479,480,480,477,480,482,482,480,479,481,481,481,481,476,477,480,481,480,480,478,486,480,480,481,481,482,481,480,480,479,482,480,480,484,479,478,480,481,481,481,484,481,478,484,483,480,481,481,480,479,478,481,481,480,481,480,484,471,488,481,480,480,478,479,482,482,481,481,481,480,481,483,475,486,480,482,481,479,480,483,481,480,481,481,481,482,480,479,478,481,481,480,482,478,487,479,481,481,481,483,481,480,483,481,481,481,481,482,480,478,481,481,481,481,482,482,470,486,482,481,481,480,479,481,480,481,481,481,481,480,485,473,490,480,482,481,478,481,483,482,481,482,482,481,482,483,478,478,481,482,481,481,478,487,480,482,481,482,482,482,481,481,480,482,480,482,484,479,478,480,482,482,481,484,481,479,485,484,481,482,481,481,481,479
482,482,481,481,480,483,472,489,481,482,481,479,481,482,482,481,481,482,481,481,483,477,487,480,482,481,480,481,484,482,481,482,482,482,483,482,480,479,482,481,482,483,479,485,479,482,482,482,484,481,481,483,482,481,481,482,482,481,479,482,482,482,482,482,481,470,487,484,481,481,480,481,482,481,482,481,482,482,481,485,474,491,481,481,481,479,482,483,483,481,482,482,481,482,482,479,478,481,480,482,482,479,487,480,482,482,482,482,482,481,482,481,482,481,481,483,480,479,482,481,480,482,484,482,479,486,485,482,482,482,481,482,479,482,482,482,482,481,485,473,489,481,482,481,479,482,483,483,482,482,482,482,481,485,477,479,481,482,482,480,481,484,482,481,481,482,481,482,480,478,477,481,480,480,481,476,483,478,479,478,479,480,477,476,479,477,477,476,475,476,474,473,476,477,477,477,478,480,467,484,481,479,479,477,476,478,475,474,473,472,469,466,469,459,472,460,460,458,454,455,455,453,450,449,447,446,446,445,439,438,441,440,438,437,434,442,435,435,434,434,435,434,432,433,431,432,431,431,433,428,427,430,430,429,429,431
428,424,431,429,425,425,425,423,423,422,423,422,421,421,420,423,411,428,418,419,418,415,417,418,418,416,417,416,416,416,418,410,413,414,415,414,413,412,416,415,413,414,413,414,414,413,411,411,414,413,414,414,410,416,412,413,413,413,415,412,412,413,413,412,412,413,413,411,410,413,412,413,413,413,415,401,418,415,413,413,412,412,413,413,414,413,414,413,413,417,406,423,412,414,414,410,415,416,416,414,415,415,415,416,415,412,412,416,415,416,416,413,422,416,416,417,417,418,416,416,418,417,417,417,417,419,416,415,418,418,418,418,420,419,415,422,420,418,419,419,418,419,418,420,420,420,420,418,423,411,426,419,420,420,417,420,422,421,420,421,421,422,420,423,416,418,421,421,421,419,420,423,421,421,421,421,421,422,421,419,419,422,421,421,422,418,424,420,420,421,421,423,420,419,423,422,420,420,421,420,419,418,420,420,420,420,420,422,409,425,421,420,420,418,419,421,421,421,420,421,421,420,424,414,430,420,421,420,419,421,422,423,421,422,422,422,423,422,419,419,423,422,422,423,419,429,421,422,422,422,425,423,422,423,423,423
423,424,425,421,420,423,424,424,423,425,424,418,428,426,423,423,423,422,424,422,424,423,423,423,421,427,414,431,423,423,422,419,423,424,424,422,422,423,422,423,425,418,421,422,423,423,421,420,424,423,422,422,422,422,423,421,421,421,422,422,423,424,418,423,420,422,423,423,425,422,422,424,423,422,422,422,422,421,420,422,422,422,423,422,425,412,429,425,422,423,421,422,423,423,423,423,423,423,422,427,416,433,422,424,423,421,424,425,425,424,424,424,424,424,424,421,421,424,424,423,424,420,429,423,423,424,423,425,424,423,424,423,424,423,424,425,421,420,422,423,423,424,425,423,417,428,425,420,423,423,422,422,420,423,422,422,423,421,425,414,431,422,422,423,420,423,424,424,423,423,423,423,423,425,418,421,422,424,424,422,421,426,424,423,423,423,424,425,422,422,422,425,423,423,426,421,425,422,424,424,424,427,423,422,426,425,423,423,423,423,422,421,424,423,422,423,422,424,413,430,425,422,423,421,422,424,423,422,423,423,423,422,426,416,431,422,423,423,421,423,425,424,423,423,423,423,423,421,419,420,424,423,423,423,420,429
422,423,423,423,425,423,423,424,424,425,423,424,426,423,421,424,424,425,425,426,424,418,429,427,424,425,424,423,425,424,426,424,425,425,424,428,416,433,424,425,426,422,425,426,426,424,426,425,425,426,426,421,423,425,426,425,423,423,428,425,425,425,425,425,426,425,424,424,426,425,425,427,422,425,424,425,424,425,428,424,424,428,426,425,426,425,425,424,423,426,425,425,425,424,427,415,432,426,425,425,424,424,426,426,426,425,426,425,425,428,418,435,424,426,425,423,426,427,426,425,426,426,425,426,425,423,423,426,425,425,426,422,431,424,426,426,426,427,426,425,427,426,426,425,425,427,424,422,425,425,426,425,427,426,420,430,428,425,426,425,425,426,425,426,425,424,426,424,429,416,434,425,425,425,422,425,427,427,425,425,425,425,425,426,420,423,425,425,425,424,423,430,425,425,425,425,425,426,424,424,424,426,426,424,427,422,425,424,426,425,426,429,425,424,429,427,425,426,425,425,425,423,426,426,424,426,425,428,415,432,426,425,425,424,424,427,426,426,426,426,426,426,429,420,434,424,426,426,424,426,428,427,425,426,426,425
