-2.5381,-2.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381
-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-1.5381,-1.5381,-1.5381
-1.5381,-1.5381,-1.5381,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-1.5381,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,0.46191,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
-0.53809,-0.53809,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
0.46191,0.46191,0.46191,0.46191,0.46191,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,0.46191,0.46191,0.46191,0.46191,0.46191,0.46191
-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809,-0.53809
