-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539
-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539
-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539
-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461
0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539
-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,0.22461,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539,-0.77539
