-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,1.4229,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715
-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715
-0.57715,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715
-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285
0.42285,0.42285,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,0.42285,0.42285,0.42285,0.42285,0.42285,0.42285,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715,-0.57715
