-3.0566,-3.0566,-3.0566,-2.0566,-2.0566,-2.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-2.0566,-2.0566,-2.0566
-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-2.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-2.0566,-2.0566,-2.0566
-2.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566
-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-1.0566,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641
-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641,-0.056641
