-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928
-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928
-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928
-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928
-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928
-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-35.928,-34.928,-34.928,-34.928,-34.928,-33.928
-33.928,-33.928,-31.928,-29.928,0.072266,2.0723,3.0723,3.0723,3.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723
5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723
5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,4.0723,4.0723,4.0723,4.0723,4.0723
4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723
4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,5.0723,5.0723,5.0723,5.0723,5.0723
5.0723,5.0723,5.0723,5.0723,4.0723,4.0723,4.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723
5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723
5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,5.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723
4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,5.0723,4.0723
4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,5.0723,5.0723,5.0723,5.0723,5.0723
5.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723
4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723,4.0723
4.0723,4.0723,3.0723,3.0723,3.0723,3.0723,3.0723,3.0723,3.0723,3.0723,3.0723,4.0723,4.0723,4.0723,4.0723
