-1.5527,-1.5527,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,-0.55273,-0.55273
-0.55273,-0.55273,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727,0.44727
0.44727,0.44727,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,0.44727,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273,-0.55273
