-6.0576,-6.0576,-5.0576,-5.0576,-4.0576,-4.0576,-4.0576,-3.0576,-2.0576,-1.0576,-1.0576,-1.0576,-1.0576,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-1.0576,-1.0576,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617,-0.057617
