-2.3789,-2.3789,-0.37891,-0.37891,-0.37891,-0.37891,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,-0.37891,-0.37891,-0.37891,-0.37891,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891
-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,-0.37891,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109
0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,0.62109,-0.37891,-0.37891
