-1.2168,-1.2168,-1.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,0.7832,0.7832,0.7832,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,0.7832,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,0.7832,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-1.2168,-1.2168,-1.2168,-1.2168,-1.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,0.7832,0.7832,0.7832,0.7832
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168
