-5.3398,-5.3398,-5.3398,-5.3398,-5.3398,-5.3398,-5.3398,-4.3398,-4.3398
-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398
-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398,-4.3398
-4.3398,-4.3398,-4.3398,-4.3398,-5.3398,-4.3398,-4.3398,-4.3398,-4.3398
-4.3398,-4.3398,-5.3398,-5.3398,-5.3398,-5.3398,-4.3398,-4.3398,-4.3398
-4.3398,-4.3398,-3.3398,-3.3398,-3.3398,-2.3398,-2.3398,-2.3398,-2.3398
-1.3398,-1.3398,-1.3398,-1.3398,-1.3398,12.66,12.66,13.66,13.66
13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66
13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66
13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66
13.66,13.66,13.66,13.66,13.66,13.66,13.66,12.66,12.66
12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66,12.66
12.66,12.66,12.66,12.66,12.66,11.66,11.66,11.66,11.66
11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66
11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66
11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66
11.66,11.66,11.66,11.66,11.66,11.66,10.66,10.66,10.66
10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66
10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66,10.66
10.66,10.66,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602
9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602
9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602
9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602,9.6602
9.6602,9.6602,8.6602,8.6602,8.6602,8.6602,8.6602,8.6602,8.6602
8.6602,8.6602,8.6602,8.6602,8.6602,8.6602,8.6602,8.6602,8.6602
8.6602,8.6602,7.6602,7.6602,7.6602,7.6602,7.6602,7.6602,7.6602
7.6602,7.6602,7.6602,7.6602,7.6602,7.6602,7.6602,7.6602,7.6602
7.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602
6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602
6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602
6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602,6.6602
6.6602,6.6602,6.6602,5.6602,5.6602,5.6602,5.6602,5.6602,5.6602
