3.9785,3.9785,4.9785,5.9785,6.9785,6.9785,6.9785,6.9785,7.9785
7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785
7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785
7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785
7.9785,7.9785,7.9785,7.9785,7.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,7.9785,7.9785,7.9785,7.9785
7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,7.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785,6.9785
6.9785,6.9785,6.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785,5.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785,4.9785
4.9785,4.9785,4.9785,4.9785,3.9785,3.9785,3.9785,3.9785,3.9785
3.9785,3.9785,3.9785,3.9785,3.9785,3.9785,3.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,3.9785,3.9785,3.9785,3.9785,3.9785
3.9785,3.9785,3.9785,3.9785,3.9785,3.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785,2.9785
2.9785,2.9785,2.9785,2.9785,2.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785
1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,1.9785,0.97852,0.97852
0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852
0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852
0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852
0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852,0.97852
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484,-0.021484
-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-1.0215,-1.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-1.0215
-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-1.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-1.0215,-1.0215,-1.0215,-1.0215,-1.0215
-1.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-3.0215,-3.0215
-3.0215,-3.0215,-3.0215,-3.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215
-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-2.0215,-3.0215,-3.0215
-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215
-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215
-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215,-3.0215
-3.0215,-4.0215,-4.0215,-4.0215,-4.0215,-4.0215,-3.0215,-3.0215,-3.0215
