-15.221,-15.221,-13.221,-13.221,-11.221,-8.2207,-8.2207,-8.2207,-7.2207,-5.2207,-3.2207,-2.2207,-2.2207,-2.2207,-1.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793
-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793
0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,-0.2207,-0.2207,-0.2207,-0.2207
-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,-0.2207,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793,0.7793
