-12.926,-12.926,-10.926,-10.926,-8.9258,-7.9258,-5.9258,-4.9258,-4.9258,-3.9258,-2.9258,-2.9258
-1.9258,-1.9258,-1.9258,-1.9258,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578
-0.92578,-0.92578,-0.92578,-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578
-0.92578,-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578,-0.92578
-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
0.074219,0.074219,0.074219,0.074219,0.074219,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578,-0.92578
-0.92578,-0.92578,-0.92578,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219,0.074219
