-10.56,-10.56,-10.56,-10.56,-7.5596,-6.5596,-5.5596,-5.5596,-5.5596,-4.5596,-4.5596,-4.5596,-4.5596,-4.5596,-4.5596,-4.5596,-3.5596,-3.5596,-3.5596,-3.5596
-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-2.5596,-2.5596,-2.5596,-2.5596,-2.5596
-2.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-3.5596,-4.5596,-4.5596,-3.5596,-3.5596
-3.5596,-2.5596,-2.5596,-2.5596,-2.5596,-2.5596,-2.5596,-2.5596,-2.5596,-1.5596,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957
-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,1.4404,1.4404,1.4404,1.4404,0.44043,0.44043
1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,1.4404,1.4404,1.4404,1.4404,1.4404,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957
-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,1.4404,1.4404,1.4404,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957
-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,-0.55957,-0.55957,-0.55957,-0.55957
-0.55957,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043,0.44043
