-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77
-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-128.77,-127.77,-127.77
-127.77,-127.77,-127.77,-127.77,-126.77,-126.77,-126.77,-126.77,-126.77,-125.77
-124.77,-124.77,8.2266,9.2266,9.2266,10.227,10.227,10.227,11.227,11.227
11.227,11.227,11.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227
13.227,13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,12.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,12.227,12.227,12.227,12.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227
13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,13.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,13.227,13.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,11.227,11.227,11.227,11.227,11.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,12.227,12.227,12.227
12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,12.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,12.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,10.227,10.227,10.227,10.227,10.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227,11.227
11.227,11.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,11.227,11.227,11.227
11.227,11.227,11.227,11.227,11.227,11.227,11.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,9.2266,9.2266,9.2266,9.2266,9.2266,9.2266
9.2266,9.2266,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227,10.227
10.227,10.227,9.2266,9.2266,9.2266,9.2266,9.2266,9.2266,9.2266,9.2266
